"","date","depth","mean_t"
"1",2020-01-01,1,2.117
"2",2020-01-01,1.5,2.2665
"3",2020-01-01,2,2.416
"4",2020-01-01,2.5,2.392
"5",2020-01-01,3,2.368
"6",2020-01-01,3.5,2.458
"7",2020-01-01,4,2.548
"8",2020-01-01,4.5,2.53025
"9",2020-01-01,5,2.5125
"10",2020-01-01,5.5,2.49475
"11",2020-01-01,6,2.477
"12",2020-01-01,6.5,2.5075
"13",2020-01-01,7,2.538
"14",2020-01-01,7.5,2.5685
"15",2020-01-01,8,2.599
"16",2020-01-01,8.5,2.653
"17",2020-01-01,9,2.707
"18",2020-01-01,9.5,2.6695
"19",2020-01-01,10,2.632
"20",2020-01-01,10.5,2.673815
"21",2020-01-01,11,2.71563
"22",2020-01-01,11.5,2.777315
"23",2020-01-01,12,2.839
"24",2020-01-01,12.5,2.8145
"25",2020-01-01,13,2.79
"26",2020-01-01,13.5,2.8115
"27",2020-01-01,14,2.833
"28",2020-01-01,14.5,2.885
"29",2020-01-01,15,2.937
"30",2020-01-01,15.5,2.95922
"31",2020-01-01,16,2.98144
"32",2020-01-01,16.5,3.00366
"33",2020-01-01,17,3.02588
"34",2020-01-01,17.5,3.06794
"35",2020-01-01,18,3.11
"36",2020-01-01,18.5,3.142565
"37",2020-01-01,19,3.17513
"38",2020-01-01,19.5,3.17722
"39",2020-01-01,20,3.17931
"40",2020-01-01,20.5,3.181405
"41",2020-01-01,21,3.1835
"42",2020-01-01,21.5,3.25225
"43",2020-01-01,22,3.321
"44",2020-01-02,1,2.117
"45",2020-01-02,1.5,2.2665
"46",2020-01-02,2,2.416
"47",2020-01-02,2.5,2.392
"48",2020-01-02,3,2.368
"49",2020-01-02,3.5,2.458
"50",2020-01-02,4,2.548
"51",2020-01-02,4.5,2.53025
"52",2020-01-02,5,2.5125
"53",2020-01-02,5.5,2.49475
"54",2020-01-02,6,2.477
"55",2020-01-02,6.5,2.5075
"56",2020-01-02,7,2.538
"57",2020-01-02,7.5,2.5685
"58",2020-01-02,8,2.599
"59",2020-01-02,8.5,2.653
"60",2020-01-02,9,2.707
"61",2020-01-02,9.5,2.6695
"62",2020-01-02,10,2.632
"63",2020-01-02,10.5,2.6935
"64",2020-01-02,11,2.755
"65",2020-01-02,11.5,2.797
"66",2020-01-02,12,2.839
"67",2020-01-02,12.5,2.8145
"68",2020-01-02,13,2.79
"69",2020-01-02,13.5,2.8115
"70",2020-01-02,14,2.833
"71",2020-01-02,14.5,2.885
"72",2020-01-02,15,2.937
"73",2020-01-02,15.5,2.95922
"74",2020-01-02,16,2.98144
"75",2020-01-02,16.5,3.00366
"76",2020-01-02,17,3.02588
"77",2020-01-02,17.5,3.06794
"78",2020-01-02,18,3.11
"79",2020-01-02,18.5,3.1465
"80",2020-01-02,19,3.183
"81",2020-01-02,19.5,3.183125
"82",2020-01-02,20,3.18325
"83",2020-01-02,20.5,3.183375
"84",2020-01-02,21,3.1835
"85",2020-01-02,21.5,3.2755
"86",2020-01-02,22,3.3675
"87",2020-01-03,1,2.04613
"88",2020-01-03,1.5,2.231065
"89",2020-01-03,2,2.416
"90",2020-01-03,2.5,2.392
"91",2020-01-03,3,2.368
"92",2020-01-03,3.5,2.46575
"93",2020-01-03,4,2.5635
"94",2020-01-03,4.5,2.555655
"95",2020-01-03,5,2.54781
"96",2020-01-03,5.5,2.53997
"97",2020-01-03,6,2.53213
"98",2020-01-03,6.5,2.55466
"99",2020-01-03,7,2.57719
"100",2020-01-03,7.5,2.59972
"101",2020-01-03,8,2.62225
"102",2020-01-03,8.5,2.67644
"103",2020-01-03,9,2.73063
"104",2020-01-03,9.5,2.68519
"105",2020-01-03,10,2.63975
"106",2020-01-03,10.5,2.697375
"107",2020-01-03,11,2.755
"108",2020-01-03,11.5,2.797
"109",2020-01-03,12,2.839
"110",2020-01-03,12.5,2.8145
"111",2020-01-03,13,2.79
"112",2020-01-03,13.5,2.8115
"113",2020-01-03,14,2.833
"114",2020-01-03,14.5,2.885
"115",2020-01-03,15,2.937
"116",2020-01-03,15.5,2.969065
"117",2020-01-03,16,3.00113
"118",2020-01-03,16.5,3.03319
"119",2020-01-03,17,3.06525
"120",2020-01-03,17.5,3.087625
"121",2020-01-03,18,3.11
"122",2020-01-03,18.5,3.1465
"123",2020-01-03,19,3.183
"124",2020-01-03,19.5,3.185095
"125",2020-01-03,20,3.18719
"126",2020-01-03,20.5,3.189285
"127",2020-01-03,21,3.19138
"128",2020-01-03,21.5,3.28719
"129",2020-01-03,22,3.383
"130",2020-01-04,1,2.01475
"131",2020-01-04,1.5,2.2075
"132",2020-01-04,2,2.40025
"133",2020-01-04,2.5,2.388065
"134",2020-01-04,3,2.37588
"135",2020-01-04,3.5,2.481315
"136",2020-01-04,4,2.58675
"137",2020-01-04,4.5,2.575065
"138",2020-01-04,5,2.56338
"139",2020-01-04,5.5,2.55169
"140",2020-01-04,6,2.54
"141",2020-01-04,6.5,2.57025
"142",2020-01-04,7,2.6005
"143",2020-01-04,7.5,2.63075
"144",2020-01-04,8,2.661
"145",2020-01-04,8.5,2.70369
"146",2020-01-04,9,2.74638
"147",2020-01-04,9.5,2.69694
"148",2020-01-04,10,2.6475
"149",2020-01-04,10.5,2.70125
"150",2020-01-04,11,2.755
"151",2020-01-04,11.5,2.797
"152",2020-01-04,12,2.839
"153",2020-01-04,12.5,2.8145
"154",2020-01-04,13,2.79
"155",2020-01-04,13.5,2.8115
"156",2020-01-04,14,2.833
"157",2020-01-04,14.5,2.885
"158",2020-01-04,15,2.937
"159",2020-01-04,15.5,2.973
"160",2020-01-04,16,3.009
"161",2020-01-04,16.5,3.045
"162",2020-01-04,17,3.081
"163",2020-01-04,17.5,3.0955
"164",2020-01-04,18,3.11
"165",2020-01-04,18.5,3.1465
"166",2020-01-04,19,3.183
"167",2020-01-04,19.5,3.191
"168",2020-01-04,20,3.199
"169",2020-01-04,20.5,3.207
"170",2020-01-04,21,3.215
"171",2020-01-04,21.5,3.299
"172",2020-01-04,22,3.383
"173",2020-01-05,1,2.06188
"174",2020-01-05,1.5,2.23894
"175",2020-01-05,2,2.416
"176",2020-01-05,2.5,2.392
"177",2020-01-05,3,2.368
"178",2020-01-05,3.5,2.48125
"179",2020-01-05,4,2.5945
"180",2020-01-05,4.5,2.580875
"181",2020-01-05,5,2.56725
"182",2020-01-05,5.5,2.553625
"183",2020-01-05,6,2.54
"184",2020-01-05,6.5,2.57025
"185",2020-01-05,7,2.6005
"186",2020-01-05,7.5,2.63075
"187",2020-01-05,8,2.661
"188",2020-01-05,8.5,2.691875
"189",2020-01-05,9,2.72275
"190",2020-01-05,9.5,2.69675
"191",2020-01-05,10,2.67075
"192",2020-01-05,10.5,2.712875
"193",2020-01-05,11,2.755
"194",2020-01-05,11.5,2.797
"195",2020-01-05,12,2.839
"196",2020-01-05,12.5,2.822375
"197",2020-01-05,13,2.80575
"198",2020-01-05,13.5,2.819375
"199",2020-01-05,14,2.833
"200",2020-01-05,14.5,2.885
"201",2020-01-05,15,2.937
"202",2020-01-05,15.5,2.973
"203",2020-01-05,16,3.009
"204",2020-01-05,16.5,3.045
"205",2020-01-05,17,3.081
"206",2020-01-05,17.5,3.0955
"207",2020-01-05,18,3.11
"208",2020-01-05,18.5,3.1465
"209",2020-01-05,19,3.183
"210",2020-01-05,19.5,3.191
"211",2020-01-05,20,3.199
"212",2020-01-05,20.5,3.207
"213",2020-01-05,21,3.215
"214",2020-01-05,21.5,3.299
"215",2020-01-05,22,3.383
"216",2020-01-06,1,2.06188
"217",2020-01-06,1.5,2.23894
"218",2020-01-06,2,2.416
"219",2020-01-06,2.5,2.39594
"220",2020-01-06,3,2.37588
"221",2020-01-06,3.5,2.49294
"222",2020-01-06,4,2.61
"223",2020-01-06,4.5,2.5925
"224",2020-01-06,5,2.575
"225",2020-01-06,5.5,2.5575
"226",2020-01-06,6,2.54
"227",2020-01-06,6.5,2.57025
"228",2020-01-06,7,2.6005
"229",2020-01-06,7.5,2.63075
"230",2020-01-06,8,2.661
"231",2020-01-06,8.5,2.711565
"232",2020-01-06,9,2.76213
"233",2020-01-06,9.5,2.728065
"234",2020-01-06,10,2.694
"235",2020-01-06,10.5,2.7245
"236",2020-01-06,11,2.755
"237",2020-01-06,11.5,2.797
"238",2020-01-06,12,2.839
"239",2020-01-06,12.5,2.826315
"240",2020-01-06,13,2.81363
"241",2020-01-06,13.5,2.83119
"242",2020-01-06,14,2.84875
"243",2020-01-06,14.5,2.892875
"244",2020-01-06,15,2.937
"245",2020-01-06,15.5,2.973
"246",2020-01-06,16,3.009
"247",2020-01-06,16.5,3.045
"248",2020-01-06,17,3.081
"249",2020-01-06,17.5,3.11519
"250",2020-01-06,18,3.14938
"251",2020-01-06,18.5,3.16619
"252",2020-01-06,19,3.183
"253",2020-01-06,19.5,3.191
"254",2020-01-06,20,3.199
"255",2020-01-06,20.5,3.207
"256",2020-01-06,21,3.215
"257",2020-01-06,21.5,3.30294
"258",2020-01-06,22,3.39088
"259",2020-01-07,1,2.07763
"260",2020-01-07,1.5,2.250755
"261",2020-01-07,2,2.42388
"262",2020-01-07,2.5,2.403815
"263",2020-01-07,3,2.38375
"264",2020-01-07,3.5,2.496875
"265",2020-01-07,4,2.61
"266",2020-01-07,4.5,2.5925
"267",2020-01-07,5,2.575
"268",2020-01-07,5.5,2.5575
"269",2020-01-07,6,2.54
"270",2020-01-07,6.5,2.57025
"271",2020-01-07,7,2.6005
"272",2020-01-07,7.5,2.63075
"273",2020-01-07,8,2.661
"274",2020-01-07,8.5,2.7155
"275",2020-01-07,9,2.77
"276",2020-01-07,9.5,2.732
"277",2020-01-07,10,2.694
"278",2020-01-07,10.5,2.7245
"279",2020-01-07,11,2.755
"280",2020-01-07,11.5,2.81669
"281",2020-01-07,12,2.87838
"282",2020-01-07,12.5,2.861755
"283",2020-01-07,13,2.84513
"284",2020-01-07,13.5,2.870565
"285",2020-01-07,14,2.896
"286",2020-01-07,14.5,2.948
"287",2020-01-07,15,3
"288",2020-01-07,15.5,3.02025
"289",2020-01-07,16,3.0405
"290",2020-01-07,16.5,3.06075
"291",2020-01-07,17,3.081
"292",2020-01-07,17.5,3.119125
"293",2020-01-07,18,3.15725
"294",2020-01-07,18.5,3.185875
"295",2020-01-07,19,3.2145
"296",2020-01-07,19.5,3.22044
"297",2020-01-07,20,3.22638
"298",2020-01-07,20.5,3.232315
"299",2020-01-07,21,3.23825
"300",2020-01-07,21.5,3.314565
"301",2020-01-07,22,3.39088
"302",2020-01-08,1,2.01463
"303",2020-01-08,1.5,2.219255
"304",2020-01-08,2,2.42388
"305",2020-01-08,2.5,2.419565
"306",2020-01-08,3,2.41525
"307",2020-01-08,3.5,2.52444
"308",2020-01-08,4,2.63363
"309",2020-01-08,4.5,2.61219
"310",2020-01-08,5,2.59075
"311",2020-01-08,5.5,2.569315
"312",2020-01-08,6,2.54788
"313",2020-01-08,6.5,2.57616
"314",2020-01-08,7,2.60444
"315",2020-01-08,7.5,2.63272
"316",2020-01-08,8,2.661
"317",2020-01-08,8.5,2.7155
"318",2020-01-08,9,2.77
"319",2020-01-08,9.5,2.732
"320",2020-01-08,10,2.694
"321",2020-01-08,10.5,2.7245
"322",2020-01-08,11,2.755
"323",2020-01-08,11.5,2.81275
"324",2020-01-08,12,2.8705
"325",2020-01-08,12.5,2.86175
"326",2020-01-08,13,2.853
"327",2020-01-08,13.5,2.8745
"328",2020-01-08,14,2.896
"329",2020-01-08,14.5,2.948
"330",2020-01-08,15,3
"331",2020-01-08,15.5,3.02025
"332",2020-01-08,16,3.0405
"333",2020-01-08,16.5,3.06075
"334",2020-01-08,17,3.081
"335",2020-01-08,17.5,3.123065
"336",2020-01-08,18,3.16513
"337",2020-01-08,18.5,3.174065
"338",2020-01-08,19,3.183
"339",2020-01-08,19.5,3.2065
"340",2020-01-08,20,3.23
"341",2020-01-08,20.5,3.2535
"342",2020-01-08,21,3.277
"343",2020-01-08,21.5,3.34575
"344",2020-01-08,22,3.4145
"345",2020-01-09,1,2.02263
"346",2020-01-09,1.5,2.250815
"347",2020-01-09,2,2.479
"348",2020-01-09,2.5,2.455
"349",2020-01-09,3,2.431
"350",2020-01-09,3.5,2.528375
"351",2020-01-09,4,2.62575
"352",2020-01-09,4.5,2.614155
"353",2020-01-09,5,2.60256
"354",2020-01-09,5.5,2.59097
"355",2020-01-09,6,2.57938
"356",2020-01-09,6.5,2.599785
"357",2020-01-09,7,2.62019
"358",2020-01-09,7.5,2.640595
"359",2020-01-09,8,2.661
"360",2020-01-09,8.5,2.7155
"361",2020-01-09,9,2.77
"362",2020-01-09,9.5,2.732
"363",2020-01-09,10,2.694
"364",2020-01-09,10.5,2.736315
"365",2020-01-09,11,2.77863
"366",2020-01-09,11.5,2.840315
"367",2020-01-09,12,2.902
"368",2020-01-09,12.5,2.8775
"369",2020-01-09,13,2.853
"370",2020-01-09,13.5,2.8745
"371",2020-01-09,14,2.896
"372",2020-01-09,14.5,2.948
"373",2020-01-09,15,3
"374",2020-01-09,15.5,3.02025
"375",2020-01-09,16,3.0405
"376",2020-01-09,16.5,3.06075
"377",2020-01-09,17,3.081
"378",2020-01-09,17.5,3.127
"379",2020-01-09,18,3.173
"380",2020-01-09,18.5,3.178
"381",2020-01-09,19,3.183
"382",2020-01-09,19.5,3.2065
"383",2020-01-09,20,3.23
"384",2020-01-09,20.5,3.2535
"385",2020-01-09,21,3.277
"386",2020-01-09,21.5,3.34969
"387",2020-01-09,22,3.42238
"388",2020-01-10,1,2.03038
"389",2020-01-10,1.5,2.25469
"390",2020-01-10,2,2.479
"391",2020-01-10,2.5,2.455
"392",2020-01-10,3,2.431
"393",2020-01-10,3.5,2.532315
"394",2020-01-10,4,2.63363
"395",2020-01-10,4.5,2.62597
"396",2020-01-10,5,2.61831
"397",2020-01-10,5.5,2.610655
"398",2020-01-10,6,2.603
"399",2020-01-10,6.5,2.6175
"400",2020-01-10,7,2.632
"401",2020-01-10,7.5,2.6465
"402",2020-01-10,8,2.661
"403",2020-01-10,8.5,2.7155
"404",2020-01-10,9,2.77
"405",2020-01-10,9.5,2.732
"406",2020-01-10,10,2.694
"407",2020-01-10,10.5,2.74419
"408",2020-01-10,11,2.79438
"409",2020-01-10,11.5,2.84819
"410",2020-01-10,12,2.902
"411",2020-01-10,12.5,2.8775
"412",2020-01-10,13,2.853
"413",2020-01-10,13.5,2.8745
"414",2020-01-10,14,2.896
"415",2020-01-10,14.5,2.948
"416",2020-01-10,15,3
"417",2020-01-10,15.5,3.02025
"418",2020-01-10,16,3.0405
"419",2020-01-10,16.5,3.06075
"420",2020-01-10,17,3.081
"421",2020-01-10,17.5,3.123065
"422",2020-01-10,18,3.16513
"423",2020-01-10,18.5,3.193755
"424",2020-01-10,19,3.22238
"425",2020-01-10,19.5,3.236035
"426",2020-01-10,20,3.24969
"427",2020-01-10,20.5,3.263345
"428",2020-01-10,21,3.277
"429",2020-01-10,21.5,3.3615
"430",2020-01-10,22,3.446
"431",2020-01-11,1,2.01475
"432",2020-01-11,1.5,2.239
"433",2020-01-11,2,2.46325
"434",2020-01-11,2.5,2.447125
"435",2020-01-11,3,2.431
"436",2020-01-11,3.5,2.548065
"437",2020-01-11,4,2.66513
"438",2020-01-11,4.5,2.649595
"439",2020-01-11,5,2.63406
"440",2020-01-11,5.5,2.61853
"441",2020-01-11,6,2.603
"442",2020-01-11,6.5,2.625375
"443",2020-01-11,7,2.64775
"444",2020-01-11,7.5,2.670125
"445",2020-01-11,8,2.6925
"446",2020-01-11,8.5,2.73125
"447",2020-01-11,9,2.77
"448",2020-01-11,9.5,2.732
"449",2020-01-11,10,2.694
"450",2020-01-11,10.5,2.756
"451",2020-01-11,11,2.818
"452",2020-01-11,11.5,2.86
"453",2020-01-11,12,2.902
"454",2020-01-11,12.5,2.8775
"455",2020-01-11,13,2.853
"456",2020-01-11,13.5,2.8745
"457",2020-01-11,14,2.896
"458",2020-01-11,14.5,2.948
"459",2020-01-11,15,3
"460",2020-01-11,15.5,3.02222
"461",2020-01-11,16,3.04444
"462",2020-01-11,16.5,3.06666
"463",2020-01-11,17,3.08888
"464",2020-01-11,17.5,3.127005
"465",2020-01-11,18,3.16513
"466",2020-01-11,18.5,3.205565
"467",2020-01-11,19,3.246
"468",2020-01-11,19.5,3.2695
"469",2020-01-11,20,3.293
"470",2020-01-11,20.5,3.3165
"471",2020-01-11,21,3.34
"472",2020-01-11,21.5,3.393
"473",2020-01-11,22,3.446
"474",2020-01-12,1,1.96775
"475",2020-01-12,1.5,2.211565
"476",2020-01-12,2,2.45538
"477",2020-01-12,2.5,2.451065
"478",2020-01-12,3,2.44675
"479",2020-01-12,3.5,2.559875
"480",2020-01-12,4,2.673
"481",2020-01-12,4.5,2.6555
"482",2020-01-12,5,2.638
"483",2020-01-12,5.5,2.6205
"484",2020-01-12,6,2.603
"485",2020-01-12,6.5,2.63325
"486",2020-01-12,7,2.6635
"487",2020-01-12,7.5,2.69375
"488",2020-01-12,8,2.724
"489",2020-01-12,8.5,2.76275
"490",2020-01-12,9,2.8015
"491",2020-01-12,9.5,2.755625
"492",2020-01-12,10,2.70975
"493",2020-01-12,10.5,2.763875
"494",2020-01-12,11,2.818
"495",2020-01-12,11.5,2.86
"496",2020-01-12,12,2.902
"497",2020-01-12,12.5,2.8775
"498",2020-01-12,13,2.853
"499",2020-01-12,13.5,2.8745
"500",2020-01-12,14,2.896
"501",2020-01-12,14.5,2.948
"502",2020-01-12,15,3
"503",2020-01-12,15.5,3.032065
"504",2020-01-12,16,3.06413
"505",2020-01-12,16.5,3.09619
"506",2020-01-12,17,3.12825
"507",2020-01-12,17.5,3.150625
"508",2020-01-12,18,3.173
"509",2020-01-12,18.5,3.185875
"510",2020-01-12,19,3.19875
"511",2020-01-12,19.5,3.234065
"512",2020-01-12,20,3.26938
"513",2020-01-12,20.5,3.30469
"514",2020-01-12,21,3.34
"515",2020-01-12,21.5,3.389065
"516",2020-01-12,22,3.43813
"517",2020-01-13,1,1.9755
"518",2020-01-13,1.5,2.22725
"519",2020-01-13,2,2.479
"520",2020-01-13,2.5,2.462875
"521",2020-01-13,3,2.44675
"522",2020-01-13,3.5,2.559875
"523",2020-01-13,4,2.673
"524",2020-01-13,4.5,2.6555
"525",2020-01-13,5,2.638
"526",2020-01-13,5.5,2.6205
"527",2020-01-13,6,2.603
"528",2020-01-13,6.5,2.63325
"529",2020-01-13,7,2.6635
"530",2020-01-13,7.5,2.69375
"531",2020-01-13,8,2.724
"532",2020-01-13,8.5,2.774565
"533",2020-01-13,9,2.82513
"534",2020-01-13,9.5,2.779255
"535",2020-01-13,10,2.73338
"536",2020-01-13,10.5,2.77569
"537",2020-01-13,11,2.818
"538",2020-01-13,11.5,2.86
"539",2020-01-13,12,2.902
"540",2020-01-13,12.5,2.8775
"541",2020-01-13,13,2.853
"542",2020-01-13,13.5,2.8745
"543",2020-01-13,14,2.896
"544",2020-01-13,14.5,2.948
"545",2020-01-13,15,3
"546",2020-01-13,15.5,3.036
"547",2020-01-13,16,3.072
"548",2020-01-13,16.5,3.108
"549",2020-01-13,17,3.144
"550",2020-01-13,17.5,3.166375
"551",2020-01-13,18,3.18875
"552",2020-01-13,18.5,3.205565
"553",2020-01-13,19,3.22238
"554",2020-01-13,19.5,3.251785
"555",2020-01-13,20,3.28119
"556",2020-01-13,20.5,3.310595
"557",2020-01-13,21,3.34
"558",2020-01-13,21.5,3.393
"559",2020-01-13,22,3.446
"560",2020-01-14,1,1.96775
"561",2020-01-14,1.5,2.223375
"562",2020-01-14,2,2.479
"563",2020-01-14,2.5,2.478625
"564",2020-01-14,3,2.47825
"565",2020-01-14,3.5,2.575625
"566",2020-01-14,4,2.673
"567",2020-01-14,4.5,2.6555
"568",2020-01-14,5,2.638
"569",2020-01-14,5.5,2.6205
"570",2020-01-14,6,2.603
"571",2020-01-14,6.5,2.63325
"572",2020-01-14,7,2.6635
"573",2020-01-14,7.5,2.69375
"574",2020-01-14,8,2.724
"575",2020-01-14,8.5,2.7785
"576",2020-01-14,9,2.833
"577",2020-01-14,9.5,2.795
"578",2020-01-14,10,2.757
"579",2020-01-14,10.5,2.7875
"580",2020-01-14,11,2.818
"581",2020-01-14,11.5,2.86
"582",2020-01-14,12,2.902
"583",2020-01-14,12.5,2.89325
"584",2020-01-14,13,2.8845
"585",2020-01-14,13.5,2.89419
"586",2020-01-14,14,2.90388
"587",2020-01-14,14.5,2.95194
"588",2020-01-14,15,3
"589",2020-01-14,15.5,3.036
"590",2020-01-14,16,3.072
"591",2020-01-14,16.5,3.108
"592",2020-01-14,17,3.144
"593",2020-01-14,17.5,3.16244
"594",2020-01-14,18,3.18088
"595",2020-01-14,18.5,3.21344
"596",2020-01-14,19,3.246
"597",2020-01-14,19.5,3.2695
"598",2020-01-14,20,3.293
"599",2020-01-14,20.5,3.3165
"600",2020-01-14,21,3.34
"601",2020-01-14,21.5,3.420565
"602",2020-01-14,22,3.50113
"603",2020-01-15,1,2.0225
"604",2020-01-15,1.5,2.25075
"605",2020-01-15,2,2.479
"606",2020-01-15,2.5,2.478625
"607",2020-01-15,3,2.47825
"608",2020-01-15,3.5,2.575625
"609",2020-01-15,4,2.673
"610",2020-01-15,4.5,2.6555
"611",2020-01-15,5,2.638
"612",2020-01-15,5.5,2.6205
"613",2020-01-15,6,2.603
"614",2020-01-15,6.5,2.63325
"615",2020-01-15,7,2.6635
"616",2020-01-15,7.5,2.69375
"617",2020-01-15,8,2.724
"618",2020-01-15,8.5,2.7785
"619",2020-01-15,9,2.833
"620",2020-01-15,9.5,2.795
"621",2020-01-15,10,2.757
"622",2020-01-15,10.5,2.7875
"623",2020-01-15,11,2.818
"624",2020-01-15,11.5,2.86775
"625",2020-01-15,12,2.9175
"626",2020-01-15,12.5,2.91675
"627",2020-01-15,13,2.916
"628",2020-01-15,13.5,2.9375
"629",2020-01-15,14,2.959
"630",2020-01-15,14.5,2.9795
"631",2020-01-15,15,3
"632",2020-01-15,15.5,3.036
"633",2020-01-15,16,3.072
"634",2020-01-15,16.5,3.108
"635",2020-01-15,17,3.144
"636",2020-01-15,17.5,3.1585
"637",2020-01-15,18,3.173
"638",2020-01-15,18.5,3.221315
"639",2020-01-15,19,3.26963
"640",2020-01-15,19.5,3.28722
"641",2020-01-15,20,3.30481
"642",2020-01-15,20.5,3.322405
"643",2020-01-15,21,3.34
"644",2020-01-15,21.5,3.4245
"645",2020-01-15,22,3.509
"646",2020-01-16,1,1.9755
"647",2020-01-16,1.5,2.219375
"648",2020-01-16,2,2.46325
"649",2020-01-16,2.5,2.466815
"650",2020-01-16,3,2.47038
"651",2020-01-16,3.5,2.57169
"652",2020-01-16,4,2.673
"653",2020-01-16,4.5,2.6555
"654",2020-01-16,5,2.638
"655",2020-01-16,5.5,2.6205
"656",2020-01-16,6,2.603
"657",2020-01-16,6.5,2.63325
"658",2020-01-16,7,2.6635
"659",2020-01-16,7.5,2.69375
"660",2020-01-16,8,2.724
"661",2020-01-16,8.5,2.7785
"662",2020-01-16,9,2.833
"663",2020-01-16,9.5,2.795
"664",2020-01-16,10,2.757
"665",2020-01-16,10.5,2.7875
"666",2020-01-16,11,2.818
"667",2020-01-16,11.5,2.871625
"668",2020-01-16,12,2.92525
"669",2020-01-16,12.5,2.920625
"670",2020-01-16,13,2.916
"671",2020-01-16,13.5,2.9375
"672",2020-01-16,14,2.959
"673",2020-01-16,14.5,2.99525
"674",2020-01-16,15,3.0315
"675",2020-01-16,15.5,3.059625
"676",2020-01-16,16,3.08775
"677",2020-01-16,16.5,3.115875
"678",2020-01-16,17,3.144
"679",2020-01-16,17.5,3.1585
"680",2020-01-16,18,3.173
"681",2020-01-16,18.5,3.241
"682",2020-01-16,19,3.309
"683",2020-01-16,19.5,3.31675
"684",2020-01-16,20,3.3245
"685",2020-01-16,20.5,3.33225
"686",2020-01-16,21,3.34
"687",2020-01-16,21.5,3.4245
"688",2020-01-16,22,3.509
"689",2020-01-17,1,1.90538
"690",2020-01-17,1.5,2.18038
"691",2020-01-17,2,2.45538
"692",2020-01-17,2.5,2.47469
"693",2020-01-17,3,2.494
"694",2020-01-17,3.5,2.5835
"695",2020-01-17,4,2.673
"696",2020-01-17,4.5,2.6555
"697",2020-01-17,5,2.638
"698",2020-01-17,5.5,2.6205
"699",2020-01-17,6,2.603
"700",2020-01-17,6.5,2.63325
"701",2020-01-17,7,2.6635
"702",2020-01-17,7.5,2.69375
"703",2020-01-17,8,2.724
"704",2020-01-17,8.5,2.7785
"705",2020-01-17,9,2.833
"706",2020-01-17,9.5,2.795
"707",2020-01-17,10,2.757
"708",2020-01-17,10.5,2.79525
"709",2020-01-17,11,2.8335
"710",2020-01-17,11.5,2.89875
"711",2020-01-17,12,2.964
"712",2020-01-17,12.5,2.94
"713",2020-01-17,13,2.916
"714",2020-01-17,13.5,2.9375
"715",2020-01-17,14,2.959
"716",2020-01-17,14.5,3.007065
"717",2020-01-17,15,3.05513
"718",2020-01-17,15.5,3.077345
"719",2020-01-17,16,3.09956
"720",2020-01-17,16.5,3.12178
"721",2020-01-17,17,3.144
"722",2020-01-17,17.5,3.182125
"723",2020-01-17,18,3.22025
"724",2020-01-17,18.5,3.264625
"725",2020-01-17,19,3.309
"726",2020-01-17,19.5,3.31872
"727",2020-01-17,20,3.32844
"728",2020-01-17,20.5,3.33816
"729",2020-01-17,21,3.34788
"730",2020-01-17,21.5,3.42844
"731",2020-01-17,22,3.509
"732",2020-01-18,1,1.91325
"733",2020-01-18,1.5,2.18825
"734",2020-01-18,2,2.46325
"735",2020-01-18,2.5,2.466815
"736",2020-01-18,3,2.47038
"737",2020-01-18,3.5,2.57169
"738",2020-01-18,4,2.673
"739",2020-01-18,4.5,2.6555
"740",2020-01-18,5,2.638
"741",2020-01-18,5.5,2.6205
"742",2020-01-18,6,2.603
"743",2020-01-18,6.5,2.63325
"744",2020-01-18,7,2.6635
"745",2020-01-18,7.5,2.69375
"746",2020-01-18,8,2.724
"747",2020-01-18,8.5,2.7785
"748",2020-01-18,9,2.833
"749",2020-01-18,9.5,2.795
"750",2020-01-18,10,2.757
"751",2020-01-18,10.5,2.814625
"752",2020-01-18,11,2.87225
"753",2020-01-18,11.5,2.918125
"754",2020-01-18,12,2.964
"755",2020-01-18,12.5,2.94
"756",2020-01-18,13,2.916
"757",2020-01-18,13.5,2.9375
"758",2020-01-18,14,2.959
"759",2020-01-18,14.5,3.007065
"760",2020-01-18,15,3.05513
"761",2020-01-18,15.5,3.07538
"762",2020-01-18,16,3.09563
"763",2020-01-18,16.5,3.11588
"764",2020-01-18,17,3.13613
"765",2020-01-18,17.5,3.174255
"766",2020-01-18,18,3.21238
"767",2020-01-18,18.5,3.26069
"768",2020-01-18,19,3.309
"769",2020-01-18,19.5,3.3325
"770",2020-01-18,20,3.356
"771",2020-01-18,20.5,3.3795
"772",2020-01-18,21,3.403
"773",2020-01-18,21.5,3.456
"774",2020-01-18,22,3.509
"775",2020-01-19,1,1.85813
"776",2020-01-19,1.5,2.16463
"777",2020-01-19,2,2.47113
"778",2020-01-19,2.5,2.482565
"779",2020-01-19,3,2.494
"780",2020-01-19,3.5,2.58744
"781",2020-01-19,4,2.68088
"782",2020-01-19,4.5,2.663345
"783",2020-01-19,5,2.64581
"784",2020-01-19,5.5,2.62828
"785",2020-01-19,6,2.61075
"786",2020-01-19,6.5,2.64103
"787",2020-01-19,7,2.67131
"788",2020-01-19,7.5,2.701595
"789",2020-01-19,8,2.73188
"790",2020-01-19,8.5,2.78244
"791",2020-01-19,9,2.833
"792",2020-01-19,9.5,2.795
"793",2020-01-19,10,2.757
"794",2020-01-19,10.5,2.814625
"795",2020-01-19,11,2.87225
"796",2020-01-19,11.5,2.918125
