"","date","depth","mean_do"
"1297",2020-01-31,4,9.961864583
"1298",2020-01-31,4.5,10.06861197975
"1299",2020-01-31,5,10.1753593765
"1300",2020-01-31,5.5,10.28210677325
"1301",2020-01-31,6,10.38885417
"1302",2020-01-31,6.5,9.88274479425
"1303",2020-01-31,7,9.3766354185
"1304",2020-01-31,7.5,8.87052604275
"1305",2020-01-31,8,8.364416667
"1306",2020-01-31,8.5,8.78182812525
"1307",2020-01-31,9,9.1992395835
"1308",2020-01-31,9.5,9.61665104175
"1309",2020-01-31,10,10.0340625
"1310",2020-01-31,10.5,9.55534635425
"1311",2020-01-31,11,9.0766302085
"1312",2020-01-31,11.5,8.59791406275
"1313",2020-01-31,12,8.119197917
"1314",2020-01-31,12.5,8.292106771
"1315",2020-01-31,13,8.465015625
"1316",2020-01-31,13.5,8.637924479
"1317",2020-01-31,14,8.810833333
"1318",2020-01-31,14.5,8.62852343725
"1319",2020-01-31,15,8.4462135415
"1320",2020-01-31,15.5,8.26390364575
"1321",2020-01-31,16,8.08159375
"1322",2020-01-31,16.5,7.36249739575
"1323",2020-01-31,17,6.6434010415
"1324",2020-01-31,17.5,5.92430468725
"1325",2020-01-31,18,5.205208333
"1326",2020-01-31,18.5,4.12944531225
"1327",2020-01-31,19,3.0536822915
"1328",2020-01-31,19.5,1.97791927075
"1329",2020-01-31,20,0.90215625
"1330",2020-01-31,20.5,0.69255208325
"1331",2020-01-31,21,0.4829479165
"1332",2020-01-31,21.5,0.27334374975
"1333",2020-01-31,22,0.063739583
"1334",2020-02-01,1,10.984
"1335",2020-02-01,1.5,10.749
"1336",2020-02-01,2,10.514
"1337",2020-02-01,2.5,10.32760077675
"1338",2020-02-01,3,10.1412015535
"1339",2020-02-01,3.5,9.95480233025
"1340",2020-02-01,4,10.07453125
"1341",2020-02-01,4.5,10.168528645
"1342",2020-02-01,5,10.26252604
"1343",2020-02-01,5.5,10.356523435
"1344",2020-02-01,6,10.45052083
"1345",2020-02-01,6.5,9.99535416425
"1346",2020-02-01,7,9.5401874985
"1347",2020-02-01,7.5,9.08502083275
"1348",2020-02-01,8,8.629854167
"1349",2020-02-01,8.5,8.964447917
"1350",2020-02-01,9,9.299041667
"1351",2020-02-01,9.5,9.633635417
"1352",2020-02-01,10,9.968229167
"1353",2020-02-01,10.5,9.604557292
"1354",2020-02-01,11,9.240885417
"1355",2020-02-01,11.5,8.877213542
"1356",2020-02-01,12,8.513541667
"1357",2020-02-01,12.5,8.6535677085
"1358",2020-02-01,13,8.79359375
"1359",2020-02-01,13.5,8.9336197915
"1360",2020-02-01,14,9.073645833
"1361",2020-02-01,14.5,8.867505208
"1362",2020-02-01,15,8.661364583
"1363",2020-02-01,15.5,8.455223958
"1364",2020-02-01,16,8.249083333
"1365",2020-02-01,16.5,7.448096354
"1366",2020-02-01,17,6.647109375
"1367",2020-02-01,17.5,5.846122396
"1368",2020-02-01,18,5.045135417
"1369",2020-02-01,18.5,3.902666667
"1370",2020-02-01,19,2.760197917
"1371",2020-02-01,19.5,1.617729167
"1372",2020-02-01,20,0.475260417
"1373",2020-02-01,20.5,0.37235937525
"1374",2020-02-01,21,0.2694583335
"1375",2020-02-01,21.5,0.16655729175
"1376",2020-02-01,22,0.06365625
"1377",2020-02-02,1,11.0425
"1378",2020-02-02,1.5,10.80125
"1379",2020-02-02,2,10.56
"1380",2020-02-02,2.5,10.358390293875
"1381",2020-02-02,3,10.15678058775
"1382",2020-02-02,3.5,9.955170881625
"1383",2020-02-02,4,10.17604167
"1384",2020-02-02,4.5,10.2431250025
"1385",2020-02-02,5,10.310208335
"1386",2020-02-02,5.5,10.3772916675
"1387",2020-02-02,6,10.444375
"1388",2020-02-02,6.5,10.06363541675
"1389",2020-02-02,7,9.6828958335
"1390",2020-02-02,7.5,9.30215625025
"1391",2020-02-02,8,8.921416667
"1392",2020-02-02,8.5,9.1768177085
"1393",2020-02-02,9,9.43221875
"1394",2020-02-02,9.5,9.6876197915
"1395",2020-02-02,10,9.943020833
"1396",2020-02-02,10.5,9.616736979
"1397",2020-02-02,11,9.290453125
"1398",2020-02-02,11.5,8.964169271
"1399",2020-02-02,12,8.637885417
"1400",2020-02-02,12.5,8.739872396
"1401",2020-02-02,13,8.841859375
"1402",2020-02-02,13.5,8.943846354
"1403",2020-02-02,14,9.045833333
"1404",2020-02-02,14.5,8.8349479165
"1405",2020-02-02,15,8.6240625
"1406",2020-02-02,15.5,8.4131770835
"1407",2020-02-02,16,8.202291667
"1408",2020-02-02,16.5,7.538463542
"1409",2020-02-02,17,6.874635417
"1410",2020-02-02,17.5,6.210807292
"1411",2020-02-02,18,5.546979167
"1412",2020-02-02,18.5,4.22900781275
"1413",2020-02-02,19,2.9110364585
"1414",2020-02-02,19.5,1.59306510425
"1415",2020-02-02,20,0.27509375
"1416",2020-02-02,20.5,0.22225520825
"1417",2020-02-02,21,0.1694166665
"1418",2020-02-02,21.5,0.11657812475
"1419",2020-02-02,22,0.063739583
"1420",2020-02-03,1,11.101
"1421",2020-02-03,1.5,10.8535
"1422",2020-02-03,2,10.606
"1423",2020-02-03,2.5,10.389179811
"1424",2020-02-03,3,10.172359622
"1425",2020-02-03,3.5,9.955539433
"1426",2020-02-03,4,9.870614583
"1427",2020-02-03,4.5,9.95027864475
"1428",2020-02-03,5,10.0299427065
"1429",2020-02-03,5.5,10.10960676825
"1430",2020-02-03,6,10.18927083
"1431",2020-02-03,6.5,9.68697656
"1432",2020-02-03,7,9.18468229
"1433",2020-02-03,7.5,8.68238802
"1434",2020-02-03,8,8.18009375
"1435",2020-02-03,8.5,8.6324140625
"1436",2020-02-03,9,9.084734375
"1437",2020-02-03,9.5,9.5370546875
"1438",2020-02-03,10,9.989375
"1439",2020-02-03,10.5,9.56111197925
"1440",2020-02-03,11,9.1328489585
"1441",2020-02-03,11.5,8.70458593775
"1442",2020-02-03,12,8.276322917
"1443",2020-02-03,12.5,8.42021093775
"1444",2020-02-03,13,8.5640989585
"1445",2020-02-03,13.5,8.70798697925
"1446",2020-02-03,14,8.851875
"1447",2020-02-03,14.5,8.56899739575
"1448",2020-02-03,15,8.2861197915
"1449",2020-02-03,15.5,8.00324218725
"1450",2020-02-03,16,7.720364583
"1451",2020-02-03,16.5,7.0131822915
"1452",2020-02-03,17,6.306
"1453",2020-02-03,17.5,5.5988177085
"1454",2020-02-03,18,4.891635417
"1455",2020-02-03,18.5,3.76787500025
"1456",2020-02-03,19,2.6441145835
"1457",2020-02-03,19.5,1.52035416675
"1458",2020-02-03,20,0.39659375
"1459",2020-02-03,20.5,0.31341145825
"1460",2020-02-03,21,0.2302291665
"1461",2020-02-03,21.5,0.14704687475
"1462",2020-02-03,22,0.063864583
"1463",2020-02-04,1,11.1595
"1464",2020-02-04,1.5,10.90575
"1465",2020-02-04,2,10.652
"1466",2020-02-04,2.5,10.419969328125
"1467",2020-02-04,3,10.18793865625
"1468",2020-02-04,3.5,9.955907984375
"1469",2020-02-04,4,9.758645833
"1470",2020-02-04,4.5,9.88645833225
"1471",2020-02-04,5,10.0142708315
"1472",2020-02-04,5.5,10.14208333075
"1473",2020-02-04,6,10.26989583
"1474",2020-02-04,6.5,9.6915781225
"1475",2020-02-04,7,9.113260415
"1476",2020-02-04,7.5,8.5349427075
"1477",2020-02-04,8,7.956625
"1478",2020-02-04,8.5,8.4678333325
"1479",2020-02-04,9,8.979041665
"1480",2020-02-04,9.5,9.4902499975
"1481",2020-02-04,10,10.00145833
"1482",2020-02-04,10.5,9.58574739325
"1483",2020-02-04,11,9.1700364565
"1484",2020-02-04,11.5,8.75432551975
"1485",2020-02-04,12,8.338614583
"1486",2020-02-04,12.5,8.508518229
"1487",2020-02-04,13,8.678421875
"1488",2020-02-04,13.5,8.848325521
"1489",2020-02-04,14,9.018229167
"1490",2020-02-04,14.5,8.695638021
"1491",2020-02-04,15,8.373046875
"1492",2020-02-04,15.5,8.050455729
"1493",2020-02-04,16,7.727864583
"1494",2020-02-04,16.5,6.92998437475
"1495",2020-02-04,17,6.1321041665
"1496",2020-02-04,17.5,5.33422395825
"1497",2020-02-04,18,4.53634375
"1498",2020-02-04,18.5,3.48129166675
"1499",2020-02-04,19,2.4262395835
"1500",2020-02-04,19.5,1.37118750025
"1501",2020-02-04,20,0.316135417
"1502",2020-02-04,20.5,0.2530651045
"1503",2020-02-04,21,0.189994792
"1504",2020-02-04,21.5,0.1269244795
"1505",2020-02-04,22,0.063854167
"1506",2020-02-05,1,11.218
"1507",2020-02-05,1.5,10.958
"1508",2020-02-05,2,10.698
"1509",2020-02-05,2.5,10.45075884525
"1510",2020-02-05,3,10.2035176905
"1511",2020-02-05,3.5,9.95627653575
"1512",2020-02-05,4,10.0044375
"1513",2020-02-05,4.5,10.0160104175
"1514",2020-02-05,5,10.027583335
"1515",2020-02-05,5.5,10.0391562525
"1516",2020-02-05,6,10.05072917
"1517",2020-02-05,6.5,9.61857291925
"1518",2020-02-05,7,9.1864166685
"1519",2020-02-05,7.5,8.75426041775
"1520",2020-02-05,8,8.322104167
"1521",2020-02-05,8.5,8.71821875025
"1522",2020-02-05,9,9.1143333335
"1523",2020-02-05,9.5,9.51044791675
"1524",2020-02-05,10,9.9065625
"1525",2020-02-05,10.5,9.49058333325
"1526",2020-02-05,11,9.0746041665
"1527",2020-02-05,11.5,8.65862499975
"1528",2020-02-05,12,8.242645833
"1529",2020-02-05,12.5,8.485395833
"1530",2020-02-05,13,8.728145833
"1531",2020-02-05,13.5,8.970895833
"1532",2020-02-05,14,9.213645833
"1533",2020-02-05,14.5,8.87143749975
"1534",2020-02-05,15,8.5292291665
"1535",2020-02-05,15.5,8.18702083325
"1536",2020-02-05,16,7.8448125
"1537",2020-02-05,16.5,7.12974739575
"1538",2020-02-05,17,6.4146822915
"1539",2020-02-05,17.5,5.69961718725
"1540",2020-02-05,18,4.984552083
"1541",2020-02-05,18.5,3.780989583
"1542",2020-02-05,19,2.577427083
"1543",2020-02-05,19.5,1.373864583
"1544",2020-02-05,20,0.170302083
"1545",2020-02-05,20.5,0.1436822915
"1546",2020-02-05,21,0.1170625
"1547",2020-02-05,21.5,0.0904427085
"1548",2020-02-05,22,0.063822917
"1549",2020-02-06,1,11.2765
"1550",2020-02-06,1.5,11.01025
"1551",2020-02-06,2,10.744
"1552",2020-02-06,2.5,10.481548362375
"1553",2020-02-06,3,10.21909672475
"1554",2020-02-06,3.5,9.956645087125
"1555",2020-02-06,4,9.703854167
"1556",2020-02-06,4.5,9.7730208335
"1557",2020-02-06,5,9.8421875
"1558",2020-02-06,5.5,9.9113541665
"1559",2020-02-06,6,9.980520833
"1560",2020-02-06,6.5,9.4687005205
"1561",2020-02-06,7,8.956880208
"1562",2020-02-06,7.5,8.4450598955
"1563",2020-02-06,8,7.933239583
"1564",2020-02-06,8.5,8.418783854
"1565",2020-02-06,9,8.904328125
"1566",2020-02-06,9.5,9.389872396
"1567",2020-02-06,10,9.875416667
"1568",2020-02-06,10.5,9.517213542
"1569",2020-02-06,11,9.159010417
"1570",2020-02-06,11.5,8.800807292
"1571",2020-02-06,12,8.442604167
"1572",2020-02-06,12.5,8.556276042
"1573",2020-02-06,13,8.669947917
"1574",2020-02-06,13.5,8.783619792
"1575",2020-02-06,14,8.897291667
"1576",2020-02-06,14.5,8.62624218775
"1577",2020-02-06,15,8.3551927085
"1578",2020-02-06,15.5,8.08414322925
"1579",2020-02-06,16,7.81309375
"1580",2020-02-06,16.5,6.93968229175
"1581",2020-02-06,17,6.0662708335
"1582",2020-02-06,17.5,5.19285937525
"1583",2020-02-06,18,4.319447917
"1584",2020-02-06,18.5,3.2661145835
"1585",2020-02-06,19,2.21278125
"1586",2020-02-06,19.5,1.1594479165
"1587",2020-02-06,20,0.106114583
"1588",2020-02-06,20.5,0.095536458
"1589",2020-02-06,21,0.084958333
"1590",2020-02-06,21.5,0.074380208
"1591",2020-02-06,22,0.063802083
"1592",2020-02-07,1,11.335
"1593",2020-02-07,1.5,11.0625
"1594",2020-02-07,2,10.79
"1595",2020-02-07,2.5,10.5123378795
"1596",2020-02-07,3,10.234675759
"1597",2020-02-07,3.5,9.9570136385
"1598",2020-02-07,4,9.573989583
"1599",2020-02-07,4.5,9.67205468725
"1600",2020-02-07,5,9.7701197915
"1601",2020-02-07,5.5,9.86818489575
"1602",2020-02-07,6,9.96625
"1603",2020-02-07,6.5,9.405125
"1604",2020-02-07,7,8.844
"1605",2020-02-07,7.5,8.282875
"1606",2020-02-07,8,7.72175
"1607",2020-02-07,8.5,8.25975
"1608",2020-02-07,9,8.79775
"1609",2020-02-07,9.5,9.33575
"1610",2020-02-07,10,9.87375
"1611",2020-02-07,10.5,9.4374296875
"1612",2020-02-07,11,9.001109375
"1613",2020-02-07,11.5,8.5647890625
"1614",2020-02-07,12,8.12846875
"1615",2020-02-07,12.5,8.3294765625
"1616",2020-02-07,13,8.530484375
"1617",2020-02-07,13.5,8.7314921875
"1618",2020-02-07,14,8.9325
"1619",2020-02-07,14.5,8.58422135425
"1620",2020-02-07,15,8.2359427085
"1621",2020-02-07,15.5,7.88766406275
"1622",2020-02-07,16,7.539385417
"1623",2020-02-07,16.5,6.5576744795
"1624",2020-02-07,17,5.575963542
"1625",2020-02-07,17.5,4.5942526045
"1626",2020-02-07,18,3.612541667
"1627",2020-02-07,18.5,2.737997396
"1628",2020-02-07,19,1.863453125
"1629",2020-02-07,19.5,0.988908854
"1630",2020-02-07,20,0.114364583
"1631",2020-02-07,20.5,0.101755208
"1632",2020-02-07,21,0.089145833
"1633",2020-02-07,21.5,0.076536458
"1634",2020-02-07,22,0.063927083
"1635",2020-02-08,1,11.3935
"1636",2020-02-08,1.5,11.11475
"1637",2020-02-08,2,10.836
"1638",2020-02-08,2.5,10.543127396625
"1639",2020-02-08,3,10.25025479325
"1640",2020-02-08,3.5,9.957382189875
"1641",2020-02-08,4,9.852520833
"1642",2020-02-08,4.5,9.92553645725
"1643",2020-02-08,5,9.9985520815
"1644",2020-02-08,5.5,10.07156770575
"1645",2020-02-08,6,10.14458333
"1646",2020-02-08,6.5,9.66116926825
"1647",2020-02-08,7,9.1777552065
"1648",2020-02-08,7.5,8.69434114475
"1649",2020-02-08,8,8.210927083
"1650",2020-02-08,8.5,8.6187942705
"1651",2020-02-08,9,9.026661458
"1652",2020-02-08,9.5,9.4345286455
"1653",2020-02-08,10,9.842395833
"1654",2020-02-08,10.5,9.4885286455
"1655",2020-02-08,11,9.134661458
"1656",2020-02-08,11.5,8.7807942705
"1657",2020-02-08,12,8.426927083
"1658",2020-02-08,12.5,8.615846354
"1659",2020-02-08,13,8.804765625
"1660",2020-02-08,13.5,8.993684896
"1661",2020-02-08,14,9.182604167
"1662",2020-02-08,14.5,8.8847864585
"1663",2020-02-08,15,8.58696875
"1664",2020-02-08,15.5,8.2891510415
"1665",2020-02-08,16,7.991333333
"1666",2020-02-08,16.5,7.124424479
"1667",2020-02-08,17,6.257515625
"1668",2020-02-08,17.5,5.390606771
"1669",2020-02-08,18,4.523697917
"1670",2020-02-08,18.5,3.438635417
"1671",2020-02-08,19,2.353572917
"1672",2020-02-08,19.5,1.268510417
"1673",2020-02-08,20,0.183447917
"1674",2020-02-08,20.5,0.153557292
"1675",2020-02-08,21,0.123666667
"1676",2020-02-08,21.5,0.093776042
"1677",2020-02-08,22,0.063885417
"1678",2020-02-09,1,11.452
"1679",2020-02-09,1.5,11.167
"1680",2020-02-09,2,10.882
"1681",2020-02-09,2.5,10.57391691375
"1682",2020-02-09,3,10.2658338275
"1683",2020-02-09,3.5,9.95775074125
"1684",2020-02-09,4,9.823677083
"1685",2020-02-09,4.5,9.95705468725
"1686",2020-02-09,5,10.0904322915
"1687",2020-02-09,5.5,10.22380989575
"1688",2020-02-09,6,10.3571875
"1689",2020-02-09,6.5,9.83805989575
"1690",2020-02-09,7,9.3189322915
"1691",2020-02-09,7.5,8.79980468725
"1692",2020-02-09,8,8.280677083
"1693",2020-02-09,8.5,8.6705598955
"1694",2020-02-09,9,9.060442708
"1695",2020-02-09,9.5,9.4503255205
"1696",2020-02-09,10,9.840208333
"1697",2020-02-09,10.5,9.433302083
"1698",2020-02-09,11,9.026395833
"1699",2020-02-09,11.5,8.619489583
"1700",2020-02-09,12,8.212583333
"1701",2020-02-09,12.5,8.419567708
"1702",2020-02-09,13,8.626552083
"1703",2020-02-09,13.5,8.833536458
"1704",2020-02-09,14,9.040520833
"1705",2020-02-09,14.5,8.8644791665
"1706",2020-02-09,15,8.6884375
"1707",2020-02-09,15.5,8.5123958335
"1708",2020-02-09,16,8.336354167
"1709",2020-02-09,16.5,7.46767187525
"1710",2020-02-09,17,6.5989895835
"1711",2020-02-09,17.5,5.73030729175
"1712",2020-02-09,18,4.861625
"1713",2020-02-09,18.5,3.66610677075
"1714",2020-02-09,19,2.4705885415
"1715",2020-02-09,19.5,1.27507031225
"1716",2020-02-09,20,0.079552083
"1717",2020-02-09,20.5,0.07563281225
"1718",2020-02-09,21,0.0717135415
"1719",2020-02-09,21.5,0.06779427075
"1720",2020-02-09,22,0.063875
"1721",2020-02-10,1,11.5105
"1722",2020-02-10,1.5,11.21925
"1723",2020-02-10,2,10.928
"1724",2020-02-10,2.5,10.604706430875
"1725",2020-02-10,3,10.28141286175
"1726",2020-02-10,3.5,9.958119292625
"1727",2020-02-10,4,10.10559375
"1728",2020-02-10,4.5,10.126408855
"1729",2020-02-10,5,10.14722396
"1730",2020-02-10,5.5,10.168039065
"1731",2020-02-10,6,10.18885417
"1732",2020-02-10,6.5,9.6839531275
"1733",2020-02-10,7,9.179052085
"1734",2020-02-10,7.5,8.6741510425
"1735",2020-02-10,8,8.16925
"1736",2020-02-10,8.5,8.58146875
"1737",2020-02-10,9,8.9936875
"1738",2020-02-10,9.5,9.40590625
"1739",2020-02-10,10,9.818125
"1740",2020-02-10,10.5,9.40627604175
"1741",2020-02-10,11,8.9944270835
"1742",2020-02-10,11.5,8.58257812525
"1743",2020-02-10,12,8.170729167
"1744",2020-02-10,12.5,8.40429687525
"1745",2020-02-10,13,8.6378645835
"1746",2020-02-10,13.5,8.87143229175
"1747",2020-02-10,14,9.105
"1748",2020-02-10,14.5,8.84777864575
"1749",2020-02-10,15,8.5905572915
"1750",2020-02-10,15.5,8.33333593725
"1751",2020-02-10,16,8.076114583
"1752",2020-02-10,16.5,7.18587499975
"1753",2020-02-10,17,6.2956354165
"1754",2020-02-10,17.5,5.40539583325
"1755",2020-02-10,18,4.51515625
"1756",2020-02-10,18.5,3.40751822925
"1757",2020-02-10,19,2.2998802085
"1758",2020-02-10,19.5,1.19224218775
"1759",2020-02-10,20,0.084604167
"1760",2020-02-10,20.5,0.0793802085
"1761",2020-02-10,21,0.07415625
"1762",2020-02-10,21.5,0.0689322915
"1763",2020-02-10,22,0.063708333
"1764",2020-02-11,1,11.569
"1765",2020-02-11,1.5,11.2715
"1766",2020-02-11,2,10.974
"1767",2020-02-11,2.5,10.635495948
"1768",2020-02-11,3,10.296991896
"1769",2020-02-11,3.5,9.958487844
"1770",2020-02-11,4,10.06990625
"1771",2020-02-11,4.5,10.1089921875
"1772",2020-02-11,5,10.148078125
"1773",2020-02-11,5.5,10.1871640625
"1774",2020-02-11,6,10.22625
"1775",2020-02-11,6.5,9.7657890625
"1776",2020-02-11,7,9.305328125
"1777",2020-02-11,7.5,8.8448671875
"1778",2020-02-11,8,8.38440625
"1779",2020-02-11,8.5,8.7572109375
"1780",2020-02-11,9,9.130015625
"1781",2020-02-11,9.5,9.5028203125
"1782",2020-02-11,10,9.875625
"1783",2020-02-11,10.5,9.4254453125
"1784",2020-02-11,11,8.975265625
"1785",2020-02-11,11.5,8.5250859375
"1786",2020-02-11,12,8.07490625
"1787",2020-02-11,12.5,8.28826302075
"1788",2020-02-11,13,8.5016197915
"1789",2020-02-11,13.5,8.71497656225
"1790",2020-02-11,14,8.928333333
"1791",2020-02-11,14.5,8.732830729
"1792",2020-02-11,15,8.537328125
"1793",2020-02-11,15.5,8.341825521
"1794",2020-02-11,16,8.146322917
"1795",2020-02-11,16.5,7.34860156275
"1796",2020-02-11,17,6.5508802085
"1797",2020-02-11,17.5,5.75315885425
"1798",2020-02-11,18,4.9554375
"1799",2020-02-11,18.5,3.73404427075
"1800",2020-02-11,19,2.5126510415
"1801",2020-02-11,19.5,1.29125781225
"1802",2020-02-11,20,0.069864583
"1803",2020-02-11,20.5,0.06834374975
"1804",2020-02-11,21,0.0668229165
"1805",2020-02-11,21.5,0.06530208325
"1806",2020-02-11,22,0.06378125
"1807",2020-02-12,1,11.6275
"1808",2020-02-12,1.5,11.32375
"1809",2020-02-12,2,11.02
"1810",2020-02-12,2.5,10.666285465125
"1811",2020-02-12,3,10.31257093025
"1812",2020-02-12,3.5,9.958856395375
"1813",2020-02-12,4,10.02583333
"1814",2020-02-12,4.5,10.09486979
"1815",2020-02-12,5,10.16390625
"1816",2020-02-12,5.5,10.23294271
"1817",2020-02-12,6,10.30197917
"1818",2020-02-12,6.5,9.74935416925
"1819",2020-02-12,7,9.1967291685
"1820",2020-02-12,7.5,8.64410416775
"1821",2020-02-12,8,8.091479167
"1822",2020-02-12,8.5,8.49259375025
"1823",2020-02-12,9,8.8937083335
"1824",2020-02-12,9.5,9.29482291675
"1825",2020-02-12,10,9.6959375
"1826",2020-02-12,10.5,9.25694791675
"1827",2020-02-12,11,8.8179583335
"1828",2020-02-12,11.5,8.37896875025
"1829",2020-02-12,12,7.939979167
"1830",2020-02-12,12.5,8.21896875025
"1831",2020-02-12,13,8.4979583335
"1832",2020-02-12,13.5,8.77694791675
"1833",2020-02-12,14,9.0559375
"1834",2020-02-12,14.5,8.78234895825
"1835",2020-02-12,15,8.5087604165
"1836",2020-02-12,15.5,8.23517187475
"1837",2020-02-12,16,7.961583333
"1838",2020-02-12,16.5,7.059502604
"1839",2020-02-12,17,6.157421875
"1840",2020-02-12,17.5,5.255341146
"1841",2020-02-12,18,4.353260417
"1842",2020-02-12,18.5,3.2821145835
"1843",2020-02-12,19,2.21096875
"1844",2020-02-12,19.5,1.1398229165
"1845",2020-02-12,20,0.068677083
"1846",2020-02-12,20.5,0.06748437475
"1847",2020-02-12,21,0.0662916665
"1848",2020-02-12,21.5,0.06509895825
"1849",2020-02-12,22,0.06390625
"1850",2020-02-13,1,11.686
"1851",2020-02-13,1.5,11.376
"1852",2020-02-13,2,11.066
"1853",2020-02-13,2.5,10.69707498225
"1854",2020-02-13,3,10.3281499645
"1855",2020-02-13,3.5,9.95922494675
"1856",2020-02-13,4,9.8056875
"1857",2020-02-13,4.5,9.895359375
"1858",2020-02-13,5,9.98503125
"1859",2020-02-13,5.5,10.074703125
"1860",2020-02-13,6,10.164375
"1861",2020-02-13,6.5,9.6072578125
"1862",2020-02-13,7,9.050140625
"1863",2020-02-13,7.5,8.4930234375
"1864",2020-02-13,8,7.93590625
"1865",2020-02-13,8.5,8.38002864575
"1866",2020-02-13,9,8.8241510415
"1867",2020-02-13,9.5,9.26827343725
"1868",2020-02-13,10,9.712395833
"1869",2020-02-13,10.5,9.28960937475
"1870",2020-02-13,11,8.8668229165
"1871",2020-02-13,11.5,8.44403645825
"1872",2020-02-13,12,8.02125
"1873",2020-02-13,12.5,8.24598958325
"1874",2020-02-13,13,8.4707291665
"1875",2020-02-13,13.5,8.69546874975
"1876",2020-02-13,14,8.920208333
"1877",2020-02-13,14.5,8.705005208
"1878",2020-02-13,15,8.489802083
"1879",2020-02-13,15.5,8.274598958
"1880",2020-02-13,16,8.059395833
"1881",2020-02-13,16.5,7.20832031225
"1882",2020-02-13,17,6.3572447915
"1883",2020-02-13,17.5,5.50616927075
"1884",2020-02-13,18,4.65509375
"1885",2020-02-13,18.5,3.5084765625
"1886",2020-02-13,19,2.361859375
"1887",2020-02-13,19.5,1.2152421875
"1888",2020-02-13,20,0.068625
"1889",2020-02-13,20.5,0.06745572925
"1890",2020-02-13,21,0.0662864585
"1891",2020-02-13,21.5,0.06511718775
"1892",2020-02-13,22,0.063947917
"1893",2020-02-14,1,11.7445
"1894",2020-02-14,1.5,11.42825
"1895",2020-02-14,2,11.112
"1896",2020-02-14,2.5,10.727864499375
"1897",2020-02-14,3,10.34372899875
"1898",2020-02-14,3.5,9.959593498125
"1899",2020-02-14,4,9.9251875
"1900",2020-02-14,4.5,10.0073802075
"1901",2020-02-14,5,10.089572915
"1902",2020-02-14,5.5,10.1717656225
"1903",2020-02-14,6,10.25395833
"1904",2020-02-14,6.5,9.77250260175
"1905",2020-02-14,7,9.2910468735
"1906",2020-02-14,7.5,8.80959114525
"1907",2020-02-14,8,8.328135417
"1908",2020-02-14,8.5,8.68399218775
"1909",2020-02-14,9,9.0398489585
"1910",2020-02-14,9.5,9.39570572925
"1911",2020-02-14,10,9.7515625
"1912",2020-02-14,10.5,9.30808333325
"1913",2020-02-14,11,8.8646041665
"1914",2020-02-14,11.5,8.42112499975
"1915",2020-02-14,12,7.977645833
"1916",2020-02-14,12.5,8.22018749975
"1917",2020-02-14,13,8.4627291665
"1918",2020-02-14,13.5,8.70527083325
"1919",2020-02-14,14,8.9478125
"1920",2020-02-14,14.5,8.6965390625
"1921",2020-02-14,15,8.445265625
"1922",2020-02-14,15.5,8.1939921875
"1923",2020-02-14,16,7.94271875
"1924",2020-02-14,16.5,7.09727604175
"1925",2020-02-14,17,6.2518333335
"1926",2020-02-14,17.5,5.40639062525
"1927",2020-02-14,18,4.560947917
"1928",2020-02-14,18.5,3.43789843775
"1929",2020-02-14,19,2.3148489585
"1930",2020-02-14,19.5,1.19179947925
"1931",2020-02-14,20,0.06875
"1932",2020-02-14,20.5,0.06750520825
"1933",2020-02-14,21,0.0662604165
"1934",2020-02-14,21.5,0.06501562475
"1935",2020-02-14,22,0.063770833
"1936",2020-02-15,1,11.803
"1937",2020-02-15,1.5,11.4805
"1938",2020-02-15,2,11.158
"1939",2020-02-15,2.5,10.7586540165
"1940",2020-02-15,3,10.359308033
"1941",2020-02-15,3.5,9.9599620495
"1942",2020-02-15,4,9.976510417
"1943",2020-02-15,4.5,10.05134114525
"1944",2020-02-15,5,10.1261718735
"1945",2020-02-15,5.5,10.20100260175
"1946",2020-02-15,6,10.27583333
"1947",2020-02-15,6.5,9.81474478925
"1948",2020-02-15,7,9.3536562485
"1949",2020-02-15,7.5,8.89256770775
"1950",2020-02-15,8,8.431479167
"1951",2020-02-15,8.5,8.7609270835
"1952",2020-02-15,9,9.090375
"1953",2020-02-15,9.5,9.4198229165
"1954",2020-02-15,10,9.749270833
"1955",2020-02-15,10.5,9.3475885415
"1956",2020-02-15,11,8.94590625
"1957",2020-02-15,11.5,8.5442239585
"1958",2020-02-15,12,8.142541667
"1959",2020-02-15,12.5,8.331541667
"1960",2020-02-15,13,8.520541667
"1961",2020-02-15,13.5,8.709541667
"1962",2020-02-15,14,8.898541667
"1963",2020-02-15,14.5,8.64071093775
"1964",2020-02-15,15,8.3828802085
"1965",2020-02-15,15.5,8.12504947925
"1966",2020-02-15,16,7.86721875
"1967",2020-02-15,16.5,7.06835677075
"1968",2020-02-15,17,6.2694947915
"1969",2020-02-15,17.5,5.47063281225
"1970",2020-02-15,18,4.671770833
"1971",2020-02-15,18.5,3.521049479
"1972",2020-02-15,19,2.370328125
"1973",2020-02-15,19.5,1.219606771
"1974",2020-02-15,20,0.068885417
"1975",2020-02-15,20.5,0.067606771
"1976",2020-02-15,21,0.066328125
"1977",2020-02-15,21.5,0.065049479
"1978",2020-02-15,22,0.063770833
"1979",2020-02-16,1,11.8615
"1980",2020-02-16,1.5,11.53275
"1981",2020-02-16,2,11.204
"1982",2020-02-16,2.5,10.789443533625
"1983",2020-02-16,3,10.37488706725
"1984",2020-02-16,3.5,9.960330600875
"1985",2020-02-16,4,9.823177083
